"subject" "activity" "variable" "value"
"24" "LAYING" "tBodyAccJerkMag.mean.." -0.985529270555556
"24" "SITTING" "tBodyAccJerkMag.mean.." -0.985555822352941
"24" "STANDING" "tBodyAccJerkMag.mean.." -0.977620953913043
"24" "WALKING" "tBodyAccJerkMag.mean.." -0.399722201034483
"24" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.263106944836364
"24" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.488487620508475
"25" "LAYING" "tBodyAccJerkMag.mean.." -0.962161355890411
"25" "SITTING" "tBodyAccJerkMag.mean.." -0.989545142461538
"25" "STANDING" "tBodyAccJerkMag.mean.." -0.984647071216216
"25" "WALKING" "tBodyAccJerkMag.mean.." -0.538291424594595
"25" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.50048333137931
"25" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.679160843538462
"26" "LAYING" "tBodyAccJerkMag.mean.." -0.989970604210526
"26" "SITTING" "tBodyAccJerkMag.mean.." -0.990898435769231
"26" "STANDING" "tBodyAccJerkMag.mean.." -0.986985213648649
"26" "WALKING" "tBodyAccJerkMag.mean.." -0.290758024915254
"26" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.1488562664
"26" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.404463896363636
"27" "LAYING" "tBodyAccJerkMag.mean.." -0.988372773648649
"27" "SITTING" "tBodyAccJerkMag.mean.." -0.989467178285714
"27" "STANDING" "tBodyAccJerkMag.mean.." -0.985347620125
"27" "WALKING" "tBodyAccJerkMag.mean.." -0.230500549298246
"27" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.115421210625
"27" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.479067422156863
"28" "LAYING" "tBodyAccJerkMag.mean.." -0.978455341875
"28" "SITTING" "tBodyAccJerkMag.mean.." -0.973274366805556
"28" "STANDING" "tBodyAccJerkMag.mean.." -0.959551987468354
"28" "WALKING" "tBodyAccJerkMag.mean.." -0.299223359444444
"28" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.0707560279130435
"28" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.388086248235294
"29" "LAYING" "tBodyAccJerkMag.mean.." -0.992725367826087
"29" "SITTING" "tBodyAccJerkMag.mean.." -0.990719807666667
"29" "STANDING" "tBodyAccJerkMag.mean.." -0.990785419538462
"29" "WALKING" "tBodyAccJerkMag.mean.." -0.240231677415094
"29" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.138637624454167
"29" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.344324833061224
"30" "LAYING" "tBodyAccJerkMag.mean.." -0.97923282
"30" "SITTING" "tBodyAccJerkMag.mean.." -0.987799055645161
"30" "STANDING" "tBodyAccJerkMag.mean.." -0.971225190169491
"30" "WALKING" "tBodyAccJerkMag.mean.." -0.352111713846154
"30" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.293738801622581
"30" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.596600099538461
"1" "LAYING" "tBodyAccJerkMag.std.." -0.9282456284
"1" "SITTING" "tBodyAccJerkMag.std.." -0.984120024042553
"1" "STANDING" "tBodyAccJerkMag.std.." -0.993096209433962
"1" "WALKING" "tBodyAccJerkMag.std.." -0.0744717500625263
"1" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.0257877197081633
"1" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.478991622075472
"2" "LAYING" "tBodyAccJerkMag.std.." -0.98551807625
"2" "SITTING" "tBodyAccJerkMag.std.." -0.984475868043478
"2" "STANDING" "tBodyAccJerkMag.std.." -0.976675280185185
"2" "WALKING" "tBodyAccJerkMag.std.." -0.164150985127119
"2" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.22961718512766
"2" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.21738939458125
"3" "LAYING" "tBodyAccJerkMag.std.." -0.976121297903226
"3" "SITTING" "tBodyAccJerkMag.std.." -0.966550084230769
"3" "STANDING" "tBodyAccJerkMag.std.." -0.948770043278689
"3" "WALKING" "tBodyAccJerkMag.std.." -0.139916355325862
"3" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.0926324494530612
"3" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.439020591694915
"4" "LAYING" "tBodyAccJerkMag.std.." -0.960786430740741
"4" "SITTING" "tBodyAccJerkMag.std.." -0.9625491104
"4" "STANDING" "tBodyAccJerkMag.std.." -0.958159482142857
"4" "WALKING" "tBodyAccJerkMag.std.." -0.316918956
"4" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.216858921977778
"4" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.437261477884615
"5" "LAYING" "tBodyAccJerkMag.std.." -0.977477145384615
"5" "SITTING" "tBodyAccJerkMag.std.." -0.965757731590909
"5" "STANDING" "tBodyAccJerkMag.std.." -0.942962047678571
"5" "WALKING" "tBodyAccJerkMag.std.." -0.282242276785714
"5" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.0292570509829787
"5" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.310186545957447
"6" "LAYING" "tBodyAccJerkMag.std.." -0.950341934385965
"6" "SITTING" "tBodyAccJerkMag.std.." -0.948181827818182
"6" "STANDING" "tBodyAccJerkMag.std.." -0.956099145964912
"6" "WALKING" "tBodyAccJerkMag.std.." -0.0706029648421053
"6" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.209502174375
"6" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.169970363039216
"7" "LAYING" "tBodyAccJerkMag.std.." -0.967310932307692
"7" "SITTING" "tBodyAccJerkMag.std.." -0.970243274166667
"7" "STANDING" "tBodyAccJerkMag.std.." -0.968566356037736
"7" "WALKING" "tBodyAccJerkMag.std.." -0.027557329277193
"7" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.0901836280510638
"7" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.471265710980392
"8" "LAYING" "tBodyAccJerkMag.std.." -0.962954517222222
"8" "SITTING" "tBodyAccJerkMag.std.." -0.980667377391304
"8" "STANDING" "tBodyAccJerkMag.std.." -0.979932239074074
"8" "WALKING" "tBodyAccJerkMag.std.." -0.184571053979167
"8" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.2534082561
"8" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.228296364146341
"9" "LAYING" "tBodyAccJerkMag.std.." -0.9550268052
"9" "SITTING" "tBodyAccJerkMag.std.." -0.9517802432
"9" "STANDING" "tBodyAccJerkMag.std.." -0.963764177777778
"9" "WALKING" "tBodyAccJerkMag.std.." -0.317113487115385
"9" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.039907818552381
"9" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.445485397959184
"10" "LAYING" "tBodyAccJerkMag.std.." -0.967556980689655
"10" "SITTING" "tBodyAccJerkMag.std.." -0.985209856296296
"10" "STANDING" "tBodyAccJerkMag.std.." -0.952058214545455
"10" "WALKING" "tBodyAccJerkMag.std.." 0.037608338009434
"10" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.110877231263158
"10" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.226010197889362
"11" "LAYING" "tBodyAccJerkMag.std.." -0.976504858596491
"11" "SITTING" "tBodyAccJerkMag.std.." -0.974511726792453
"11" "STANDING" "tBodyAccJerkMag.std.." -0.988853960638298
"11" "WALKING" "tBodyAccJerkMag.std.." -0.403141284745763
"11" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.127017223413043
"11" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.490485807222222
"12" "LAYING" "tBodyAccJerkMag.std.." -0.962580915166667
"12" "SITTING" "tBodyAccJerkMag.std.." -0.972745892745098
"12" "STANDING" "tBodyAccJerkMag.std.." -0.962678857213115
"12" "WALKING" "tBodyAccJerkMag.std.." -0.02028505044
"12" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.0655781271934783
"12" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.329827968269231
"13" "LAYING" "tBodyAccJerkMag.std.." -0.980066243387097
"13" "SITTING" "tBodyAccJerkMag.std.." -0.988813098163265
"13" "STANDING" "tBodyAccJerkMag.std.." -0.981865616666667
"13" "WALKING" "tBodyAccJerkMag.std.." -0.131788528797719
"13" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.0433959844
"13" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.451225931090909
"14" "LAYING" "tBodyAccJerkMag.std.." -0.966450909019608
"14" "SITTING" "tBodyAccJerkMag.std.." -0.973343388888889
"14" "STANDING" "tBodyAccJerkMag.std.." -0.970437182833333
"14" "WALKING" "tBodyAccJerkMag.std.." -0.439746918474576
"14" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.194708838913556
"14" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.337086266574074
"15" "LAYING" "tBodyAccJerkMag.std.." -0.973644462777778
"15" "SITTING" "tBodyAccJerkMag.std.." -0.984639018474576
"15" "STANDING" "tBodyAccJerkMag.std.." -0.979994800566038
"15" "WALKING" "tBodyAccJerkMag.std.." -0.310071425166667
"15" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.159631710516667
"15" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.313363553125
"16" "LAYING" "tBodyAccJerkMag.std.." -0.987891003571429
"16" "SITTING" "tBodyAccJerkMag.std.." -0.983615334057971
"16" "STANDING" "tBodyAccJerkMag.std.." -0.986761550641026
"16" "WALKING" "tBodyAccJerkMag.std.." -0.403386563921569
"16" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.0783498875595745
"16" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.493067129607843
"17" "LAYING" "tBodyAccJerkMag.std.." -0.980126745352113
"17" "SITTING" "tBodyAccJerkMag.std.." -0.99144649921875
"17" "STANDING" "tBodyAccJerkMag.std.." -0.990363248205128
"17" "WALKING" "tBodyAccJerkMag.std.." -0.275672786229508
"17" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.206576683876087
"17" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.390912450416667
"18" "LAYING" "tBodyAccJerkMag.std.." -0.989526277538462
"18" "SITTING" "tBodyAccJerkMag.std.." -0.991159350526316
"18" "STANDING" "tBodyAccJerkMag.std.." -0.986015285890411
"18" "WALKING" "tBodyAccJerkMag.std.." -0.42541866125
"18" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.3825173332
"18" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.579330320344828
"19" "LAYING" "tBodyAccJerkMag.std.." -0.980668287831325
"19" "SITTING" "tBodyAccJerkMag.std.." -0.984205184931507
"19" "STANDING" "tBodyAccJerkMag.std.." -0.979640838082192
"19" "WALKING" "tBodyAccJerkMag.std.." 0.0356558788076923
"19" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.450612065720513
"19" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.284060693125
"20" "LAYING" "tBodyAccJerkMag.std.." -0.980161687058824
"20" "SITTING" "tBodyAccJerkMag.std.." -0.972537871515151
"20" "STANDING" "tBodyAccJerkMag.std.." -0.938454372328767
"20" "WALKING" "tBodyAccJerkMag.std.." 0.0210765716843137
"20" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.0467185842571111
"20" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.239444370019608
"21" "LAYING" "tBodyAccJerkMag.std.." -0.978552618777778
"21" "SITTING" "tBodyAccJerkMag.std.." -0.986520865058824
"21" "STANDING" "tBodyAccJerkMag.std.." -0.97160651494382
"21" "WALKING" "tBodyAccJerkMag.std.." -0.0838487968942308
"21" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.0952339404955556
"21" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.404183875893617
"22" "LAYING" "tBodyAccJerkMag.std.." -0.959849821805556
"22" "SITTING" "tBodyAccJerkMag.std.." -0.968576776774194
"22" "STANDING" "tBodyAccJerkMag.std.." -0.958825095396825
"22" "WALKING" "tBodyAccJerkMag.std.." 0.111532924945652
"22" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.0337640982530556
"22" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.0876501605595238
"23" "LAYING" "tBodyAccJerkMag.std.." -0.986685651527778
"23" "SITTING" "tBodyAccJerkMag.std.." -0.973668776323529
"23" "STANDING" "tBodyAccJerkMag.std.." -0.974811528235294
"23" "WALKING" "tBodyAccJerkMag.std.." -0.0268194363050847
"23" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.292087200087037
"23" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.362708849411765
"24" "LAYING" "tBodyAccJerkMag.std.." -0.983605927361111
"24" "SITTING" "tBodyAccJerkMag.std.." -0.985418456176471
"24" "STANDING" "tBodyAccJerkMag.std.." -0.973108343043478
"24" "WALKING" "tBodyAccJerkMag.std.." -0.409824562586207
"24" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.143501970018182
"24" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.441068689830508
"25" "LAYING" "tBodyAccJerkMag.std.." -0.961931605342466
"25" "SITTING" "tBodyAccJerkMag.std.." -0.988311804923077
"25" "STANDING" "tBodyAccJerkMag.std.." -0.982637080945946
"25" "WALKING" "tBodyAccJerkMag.std.." -0.542870062567568
"25" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.482976929827586
"25" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.674513059846154
"26" "LAYING" "tBodyAccJerkMag.std.." -0.989101949473684
"26" "SITTING" "tBodyAccJerkMag.std.." -0.989986111666667
"26" "STANDING" "tBodyAccJerkMag.std.." -0.982626252972973
"26" "WALKING" "tBodyAccJerkMag.std.." -0.279350754237288
"26" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.111303956316
"26" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.334531344727273
"27" "LAYING" "tBodyAccJerkMag.std.." -0.988586771351351
"27" "SITTING" "tBodyAccJerkMag.std.." -0.989200539571429
"27" "STANDING" "tBodyAccJerkMag.std.." -0.98415908975
"27" "WALKING" "tBodyAccJerkMag.std.." -0.266138940350877
"27" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.0386367422818182
"27" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.464610567058824
"28" "LAYING" "tBodyAccJerkMag.std.." -0.973312647875
"28" "SITTING" "tBodyAccJerkMag.std.." -0.970301646111111
"28" "STANDING" "tBodyAccJerkMag.std.." -0.954068391518987
"28" "WALKING" "tBodyAccJerkMag.std.." -0.390449724259259
"28" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.0418872609934783
"28" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.325362338235294
"29" "LAYING" "tBodyAccJerkMag.std.." -0.994646916811594
"29" "SITTING" "tBodyAccJerkMag.std.." -0.990531729333333
"29" "STANDING" "tBodyAccJerkMag.std.." -0.990495689538462
"29" "WALKING" "tBodyAccJerkMag.std.." -0.133036273622642
"29" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.0307693372041667
"29" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.254485176020408
"30" "LAYING" "tBodyAccJerkMag.std.." -0.969642290285714
"30" "SITTING" "tBodyAccJerkMag.std.." -0.98605764
"30" "STANDING" "tBodyAccJerkMag.std.." -0.950762271186441
"30" "WALKING" "tBodyAccJerkMag.std.." -0.353751020923077
"30" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.125283184512903
"30" "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.561837706461538
"1" "LAYING" "tBodyGyroMag.mean.." -0.874759548
"1" "SITTING" "tBodyGyroMag.mean.." -0.93089249
"1" "STANDING" "tBodyGyroMag.mean.." -0.976493792830189
"1" "WALKING" "tBodyGyroMag.mean.." -0.160979552536842
"1" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.0757412543673469
"1" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.126735589969811
"2" "LAYING" "tBodyGyroMag.mean.." -0.950011569583333
"2" "SITTING" "tBodyGyroMag.mean.." -0.946035087173913
"2" "STANDING" "tBodyGyroMag.mean.." -0.963466341851852
"2" "WALKING" "tBodyGyroMag.mean.." -0.446549092881356
"2" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.162188586930426
"2" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.219713472958333
"3" "LAYING" "tBodyGyroMag.mean.." -0.951564751451613
"3" "SITTING" "tBodyGyroMag.mean.." -0.919354372307692
"3" "STANDING" "tBodyGyroMag.mean.." -0.892089349344262
"3" "WALKING" "tBodyGyroMag.mean.." -0.466411754137931
"3" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.215294501244898
"3" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.347321812220339
"4" "LAYING" "tBodyGyroMag.mean.." -0.930236462592593
"4" "SITTING" "tBodyGyroMag.mean.." -0.9260633138
"4" "STANDING" "tBodyGyroMag.mean.." -0.900982100535714
"4" "WALKING" "tBodyGyroMag.mean.." -0.49779220106
"4" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.3466062928
"4" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.299779407884615
"5" "LAYING" "tBodyGyroMag.mean.." -0.946938300576923
"5" "SITTING" "tBodyGyroMag.mean.." -0.934301646590909
"5" "STANDING" "tBodyGyroMag.mean.." -0.900671630714286
"5" "WALKING" "tBodyGyroMag.mean.." -0.355933083571429
"5" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.218029835319149
"5" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.235516929306383
"6" "LAYING" "tBodyGyroMag.mean.." -0.908980174736842
"6" "SITTING" "tBodyGyroMag.mean.." -0.932703812181818
"6" "STANDING" "tBodyGyroMag.mean.." -0.939404744385965
"6" "WALKING" "tBodyGyroMag.mean.." -0.281207841122807
"6" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." 0.0142677821595833
"6" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.12912124415098
"7" "LAYING" "tBodyGyroMag.mean.." -0.915793634807692
"7" "SITTING" "tBodyGyroMag.mean.." -0.897870535
"7" "STANDING" "tBodyGyroMag.mean.." -0.943425564528302
"7" "WALKING" "tBodyGyroMag.mean.." -0.305959351403509
"7" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.18874081887234
"7" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.239099165627451
"8" "LAYING" "tBodyGyroMag.mean.." -0.924253348518518
"8" "SITTING" "tBodyGyroMag.mean.." -0.93268224326087
"8" "STANDING" "tBodyGyroMag.mean.." -0.952848496851852
"8" "WALKING" "tBodyGyroMag.mean.." -0.00310243820125
"8" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." 0.0993429744078947
"8" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." 0.166447991
"9" "LAYING" "tBodyGyroMag.mean.." -0.9071250998
"9" "SITTING" "tBodyGyroMag.mean.." -0.9032355368
"9" "STANDING" "tBodyGyroMag.mean.." -0.921030223111111
"9" "WALKING" "tBodyGyroMag.mean.." -0.294542266826923
"9" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.168921400633333
"9" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.0833234490061224
"10" "LAYING" "tBodyGyroMag.mean.." -0.937590998793103
"10" "SITTING" "tBodyGyroMag.mean.." -0.944202043703704
"10" "STANDING" "tBodyGyroMag.mean.." -0.929787259772727
"10" "WALKING" "tBodyGyroMag.mean.." -0.156458730358491
"10" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.0238468037578947
"10" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." 0.0438573846851064
"11" "LAYING" "tBodyGyroMag.mean.." -0.952523752105263
"11" "SITTING" "tBodyGyroMag.mean.." -0.951884472075472
"11" "STANDING" "tBodyGyroMag.mean.." -0.979978011489362
"11" "WALKING" "tBodyGyroMag.mean.." -0.421801673559322
"11" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.19788336026087
"11" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.255048336944444
"12" "LAYING" "tBodyGyroMag.mean.." -0.9308405935
"12" "SITTING" "tBodyGyroMag.mean.." -0.941907240784314
"12" "STANDING" "tBodyGyroMag.mean.." -0.888101372786885
"12" "WALKING" "tBodyGyroMag.mean.." -0.35593036512
"12" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.213351510686957
"12" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.316561585961538
"13" "LAYING" "tBodyGyroMag.mean.." -0.944303111935484
"13" "SITTING" "tBodyGyroMag.mean.." -0.951142644081633
"13" "STANDING" "tBodyGyroMag.mean.." -0.95782537245614
"13" "WALKING" "tBodyGyroMag.mean.." -0.218669558421053
"13" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.102114480531915
"13" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.237182958116364
"14" "LAYING" "tBodyGyroMag.mean.." -0.904665418431373
"14" "SITTING" "tBodyGyroMag.mean.." -0.942756369259259
"14" "STANDING" "tBodyGyroMag.mean.." -0.943530016833333
"14" "WALKING" "tBodyGyroMag.mean.." -0.137208741864407
"14" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." 0.166340011842444
"14" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." 0.365779419444444
"15" "LAYING" "tBodyGyroMag.mean.." -0.944605127222222
"15" "SITTING" "tBodyGyroMag.mean.." -0.957331628305085
"15" "STANDING" "tBodyGyroMag.mean.." -0.946961381132076
"15" "WALKING" "tBodyGyroMag.mean.." -0.243711124444444
"15" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.121686320740476
"15" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.201217274
"16" "LAYING" "tBodyGyroMag.mean.." -0.951777099571429
"16" "SITTING" "tBodyGyroMag.mean.." -0.946417382463768
"16" "STANDING" "tBodyGyroMag.mean.." -0.972528178205128
"16" "WALKING" "tBodyGyroMag.mean.." -0.485931932745098
"16" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.309820427234043
"16" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.308260568039216
"17" "LAYING" "tBodyGyroMag.mean.." -0.960733121690141
"17" "SITTING" "tBodyGyroMag.mean.." -0.967177744375
"17" "STANDING" "tBodyGyroMag.mean.." -0.978184576538462
"17" "WALKING" "tBodyGyroMag.mean.." -0.335009836885246
"17" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.232641763307609
"17" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.235191249091667
"18" "LAYING" "tBodyGyroMag.mean.." -0.980740846769231
"18" "SITTING" "tBodyGyroMag.mean.." -0.977634992105263
"18" "STANDING" "tBodyGyroMag.mean.." -0.963006793150685
"18" "WALKING" "tBodyGyroMag.mean.." -0.500471147857143
"18" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.381022814727273
"18" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.3691086
"19" "LAYING" "tBodyGyroMag.mean.." -0.953263432771084
"19" "SITTING" "tBodyGyroMag.mean.." -0.942229043835616
"19" "STANDING" "tBodyGyroMag.mean.." -0.94174504109589
"19" "WALKING" "tBodyGyroMag.mean.." 0.100045071430769
"19" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." 0.418004608615385
"19" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.06161577145
"20" "LAYING" "tBodyGyroMag.mean.." -0.9604473725
"20" "SITTING" "tBodyGyroMag.mean.." -0.939574435606061
"20" "STANDING" "tBodyGyroMag.mean.." -0.883675028630137
"20" "WALKING" "tBodyGyroMag.mean.." 0.0686275147882353
"20" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." 0.0938419436933333
"20" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." 0.0223302538235294
"21" "LAYING" "tBodyGyroMag.mean.." -0.949278890222222
"21" "SITTING" "tBodyGyroMag.mean.." -0.964971113764706
"21" "STANDING" "tBodyGyroMag.mean.." -0.949837151797753
"21" "WALKING" "tBodyGyroMag.mean.." -0.284775644807692
"21" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.184850019535556
"21" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.168982721146809
"22" "LAYING" "tBodyGyroMag.mean.." -0.926616373333333
"22" "SITTING" "tBodyGyroMag.mean.." -0.942077432741935
"22" "STANDING" "tBodyGyroMag.mean.." -0.931624303968254
"22" "WALKING" "tBodyGyroMag.mean.." -0.210608043717391
"22" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.161333309783333
"22" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.1280319236
"23" "LAYING" "tBodyGyroMag.mean.." -0.949418000972222
"23" "SITTING" "tBodyGyroMag.mean.." -0.936593426911765
"23" "STANDING" "tBodyGyroMag.mean.." -0.938430293382353
"23" "WALKING" "tBodyGyroMag.mean.." -0.0120968259523729
"23" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." 0.0390915481555556
"23" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.156527148792745
"24" "LAYING" "tBodyGyroMag.mean.." -0.953791512638889
"24" "SITTING" "tBodyGyroMag.mean.." -0.964633252352941
"24" "STANDING" "tBodyGyroMag.mean.." -0.954518594057971
"24" "WALKING" "tBodyGyroMag.mean.." -0.403064156896552
"24" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.304965806363636
"24" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.33443583979661
"25" "LAYING" "tBodyGyroMag.mean.." -0.809688545342466
"25" "SITTING" "tBodyGyroMag.mean.." -0.966568718615385
"25" "STANDING" "tBodyGyroMag.mean.." -0.967077442837838
"25" "WALKING" "tBodyGyroMag.mean.." -0.394362401351351
"25" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.216082565601724
"25" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.3186346998
"26" "LAYING" "tBodyGyroMag.mean.." -0.951863594736842
"26" "SITTING" "tBodyGyroMag.mean.." -0.954052945897436
"26" "STANDING" "tBodyGyroMag.mean.." -0.968673955540541
"26" "WALKING" "tBodyGyroMag.mean.." -0.392092024067797
"26" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.23531462282
"26" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.344427047636364
